File,Folder,Points,Features
m-010-01.pts,m-010,"[(358.206, 254.37), (475.129, 249.109), (368.814, 395.177), (473.848, 389.111), (296.344, 245.14), (394.452, 233.909), (433.037, 230.401), (532.42, 232.739), (286.884, 262.555), (324.884, 260.801), (384.514, 253.201), (444.729, 254.37), (504.722, 252.53), (549.959, 248.524), (413.296, 325.765), (395.622, 335.631), (433.621, 334.462), (417.769, 381.844), (418.421, 409.292), (423.683, 496.983), (309.684, 401.692), (540.02, 388.246)]","{'Eye length ratio': 0.3773426114028894, 'Eye distance ratio': 0.5221531650100023, 'Nose ratio': 0.16476958426435648, 'Lip size ratio': 3.8319494504655625, 'Lip length ratio': 0.4559869676155068, 'Eye-brow length ratio': 0.3773426114028894, 'Aggressive ratio': 1.070128033838615}"
m-010-02.pts,m-010,"[(354.224, 254.937), (471.044, 246.945), (353.61, 378.52), (479.037, 374.831), (295.2, 249.404), (390.5, 232.188), (434.154, 226.655), (526.995, 222.966), (278.599, 265.39), (321.023, 262.93), (385.581, 253.708), (441.532, 252.478), (503.016, 247.559), (546.055, 240.796), (415.094, 324.414), (391.73, 335.482), (437.843, 333.022), (415.094, 372.987), (418.783, 412.951), (426.776, 500.259), (302.578, 382.824), (538.677, 370.527)]","{'Eye length ratio': 0.36056657844904655, 'Eye distance ratio': 0.5162217436407349, 'Nose ratio': 0.19532510557830562, 'Lip size ratio': 3.126564685241064, 'Lip length ratio': 0.5307577906666745, 'Eye-brow length ratio': 0.36056657844904655, 'Aggressive ratio': 1.0573127453621307}"
m-010-03.pts,m-010,"[(358.571, 259.768), (474.826, 255.012), (372.839, 395.575), (473.77, 391.348), (304.82, 251.734), (398.637, 239.403), (434.665, 240.215), (528.97, 238.676), (285.647, 264.523), (331.621, 266.109), (389.22, 262.938), (446.291, 258.182), (504.419, 259.239), (546.693, 256.068), (417.755, 329.521), (401.374, 340.618), (436.251, 339.561), (419.341, 385.006), (421.983, 412.485), (427.796, 489.108), (307.841, 397.689), (537.71, 389.762)]","{'Eye length ratio': 0.3622898260286432, 'Eye distance ratio': 0.49862768241130045, 'Nose ratio': 0.15170503337628027, 'Lip size ratio': 3.6593679203786627, 'Lip length ratio': 0.4392043375547021, 'Eye-brow length ratio': 0.3622898260286432, 'Aggressive ratio': 0.9975242985557482}"
m-010-05.pts,m-010,"[(364.861, 254.278), (481.519, 248.81), (379.443, 391.899), (478.785, 388.253), (310.177, 250.633), (407.696, 232.405), (443.241, 231.494), (535.291, 242.43), (293.772, 257.013), (344.81, 261.57), (389.468, 255.19), (453.266, 255.19), (504.304, 254.278), (549.873, 247.899), (424.101, 319.899), (405.873, 330.835), (449.62, 329.013), (427.747, 376.405), (429.57, 409.215), (429.57, 494.886), (316.557, 394.633), (540.759, 385.519)]","{'Eye length ratio': 0.3871331135466071, 'Eye distance ratio': 0.5088876753075328, 'Nose ratio': 0.19513114551735028, 'Lip size ratio': 3.0251689273397795, 'Lip length ratio': 0.4430239240883601, 'Eye-brow length ratio': 0.3871331135466071, 'Aggressive ratio': 1.0830719663711574}"
m-011-01.pts,m-011,"[(326.286, 254.021), (444.808, 257.891), (328.705, 386.088), (439.97, 390.442), (278.394, 225.479), (366.439, 226.447), (413.847, 229.349), (497.054, 231.768), (250.336, 252.57), (300.647, 254.989), (351.442, 255.956), (421.587, 258.375), (472.866, 260.31), (513.502, 261.761), (389.659, 325.618), (370.792, 334.809), (405.139, 336.744), (385.305, 378.348), (384.338, 405.439), (381.435, 483.808), (255.173, 385.121), (496.087, 390.442)]","{'Eye length ratio': 0.33437705137743806, 'Eye distance ratio': 0.5055069497847592, 'Nose ratio': 0.142760797734852, 'Lip size ratio': 4.107610997937403, 'Lip length ratio': 0.46208608750193836, 'Eye-brow length ratio': 0.33437705137743806, 'Aggressive ratio': 0.9537076799503625}"
m-011-02.pts,m-011,"[(308.471, 233.155), (426.555, 236.748), (297.34, 342.814), (429.132, 350.818), (258.157, 200.296), (342.356, 199.783), (388.049, 198.756), (478.409, 213.132), (236.594, 233.668), (278.132, 238.235), (339.492, 235.567), (404.588, 236.101), (451.542, 239.302), (503.566, 239.315), (366.486, 297.844), (345.95, 308.625), (385.482, 309.139), (363.406, 339.43), (360.325, 391.797), (357.758, 459.567), (236.08, 340.97), (494.325, 350.725)]","{'Eye length ratio': 0.3426426035287655, 'Eye distance ratio': 0.4984558720811384, 'Nose ratio': 0.152983272664492, 'Lip size ratio': 2.5169839092084656, 'Lip length ratio': 0.5109129976173905, 'Eye-brow length ratio': 0.3426426035287655, 'Aggressive ratio': 0.869652238935772}"
m-011-03.pts,m-011,"[(336.04, 266.432), (455.131, 270.31), (340.727, 402.864), (444.873, 409.112), (285.009, 247.165), (384.468, 246.644), (415.191, 243.52), (509.444, 246.644), (263.138, 267.473), (304.796, 268.515), (361.556, 270.077), (432.587, 272.686), (482.707, 271.591), (523.504, 270.598), (396.445, 343.5), (378.22, 353.394), (414.15, 354.956), (391.238, 395.053), (391.238, 432.545), (391.238, 495.554), (270.949, 397.135), (502.154, 409.112)]","{'Eye length ratio': 0.3819746104267135, 'Eye distance ratio': 0.4900133949010369, 'Nose ratio': 0.1553417054040257, 'Lip size ratio': 2.7828136368053262, 'Lip length ratio': 0.4506543579661638, 'Eye-brow length ratio': 0.3819746104267135, 'Aggressive ratio': 0.982322010041096}"
m-011-05.pts,m-011,"[(335.696, 253.367), (456.911, 257.924), (340.578, 386.567), (442.802, 392.835), (288.304, 238.785), (385.823, 233.316), (417.722, 233.316), (507.949, 240.608), (262.785, 261.57), (311.089, 258.835), (361.215, 257.013), (434.127, 260.658), (483.342, 264.304), (518.886, 267.038), (398.923, 324.365), (383.975, 333.526), (417.728, 335.937), (396.512, 374.512), (394.583, 407.783), (394.583, 475.289), (269.215, 384.638), (500.183, 393.8)]","{'Eye length ratio': 0.38129479839675773, 'Eye distance ratio': 0.4910041137023077, 'Nose ratio': 0.14639434057072298, 'Lip size ratio': 3.073075120148041, 'Lip length ratio': 0.4430722107873554, 'Eye-brow length ratio': 0.38129479839675773, 'Aggressive ratio': 0.9552762378573929}"
m-012-01.pts,m-012,"[(322.182, 258.701), (432.714, 256.924), (334.51, 392.861), (428.36, 389.474), (272.105, 244.346), (355.312, 239.025), (400.786, 239.992), (482.541, 240.96), (257.108, 264.18), (295.326, 262.729), (346.604, 262.245), (409.977, 259.343), (461.74, 260.31), (500.441, 258.859), (381.435, 325.134), (367.89, 334.809), (395.464, 333.842), (381.919, 375.445), (381.919, 404.471), (382.886, 476.552), (268.719, 392.861), (488.346, 387.539)]","{'Eye length ratio': 0.34256362865288253, 'Eye distance ratio': 0.5257409953586671, 'Nose ratio': 0.1255895394845597, 'Lip size ratio': 3.2354129982838113, 'Lip length ratio': 0.4274681073791516, 'Eye-brow length ratio': 0.34256362865288253, 'Aggressive ratio': 0.989371855100766}"
m-012-02.pts,m-012,"[(319.253, 257.285), (431.689, 251.637), (317.712, 367.667), (445.037, 359.453), (273.046, 242.396), (349.544, 232.641), (398.317, 228.534), (476.869, 233.155), (251.483, 264.472), (293.069, 260.879), (343.383, 257.798), (408.585, 255.231), (459.413, 251.637), (495.865, 249.07), (380.348, 316.327), (360.839, 328.135), (395.75, 327.622), (378.64, 354.257), (382.067, 405.559), (387.887, 475.225), (261.751, 372.288), (498.945, 355.859)]","{'Eye length ratio': 0.321349324842615, 'Eye distance ratio': 0.5165019490071564, 'Nose ratio': 0.14684737939922096, 'Lip size ratio': 2.481500778248677, 'Lip length ratio': 0.5366270529175826, 'Eye-brow length ratio': 0.321349324842615, 'Aggressive ratio': 0.9334319431629513}"
m-012-03.pts,m-012,"[(329.566, 278.265), (443.718, 276.297), (343.343, 416.527), (437.321, 411.115), (282.33, 263.996), (371.388, 263.504), (401.895, 262.028), (490.953, 262.028), (266.585, 278.757), (301.028, 283.678), (353.675, 282.694), (417.148, 279.249), (472.256, 278.757), (505.714, 274.329), (390.848, 350.722), (373.849, 361.911), (405.339, 360.435), (388.61, 402.75), (390.578, 434.24), (395.006, 495.252), (284.298, 416.527), (493.905, 410.623)]","{'Eye length ratio': 0.3723684467443684, 'Eye distance ratio': 0.49996823544828417, 'Nose ratio': 0.15033884618032742, 'Lip size ratio': 2.983499816210893, 'Lip length ratio': 0.44891813876380077, 'Eye-brow length ratio': 0.3723684467443684, 'Aggressive ratio': 1.0326620299348657}"
m-012-05.pts,m-012,"[(337.519, 264.304), (450.532, 262.481), (353.013, 401.013), (440.506, 396.456), (292.861, 252.456), (379.443, 246.076), (412.253, 245.165), (494.278, 248.81), (271.899, 271.595), (311.089, 268.861), (363.038, 268.861), (427.747, 267.949), (475.139, 266.127), (508.861, 267.038), (399.494, 325.367), (384.0, 340.861), (414.076, 339.949), (397.671, 379.139), (397.671, 415.595), (397.671, 478.481), (281.924, 398.278), (500.183, 393.8)]","{'Eye length ratio': 0.3663063920766925, 'Eye distance ratio': 0.49423117843500247, 'Nose ratio': 0.13783391811380363, 'Lip size ratio': 2.4032146532670584, 'Lip length ratio': 0.4013266781740544, 'Eye-brow length ratio': 0.3663063920766925, 'Aggressive ratio': 0.9732337841837209}"
m-013-01.pts,m-013,"[(312.741, 257.891), (426.909, 251.602), (328.705, 382.702), (418.201, 374.478), (263.881, 242.411), (343.218, 232.736), (379.984, 228.382), (476.736, 227.898), (251.787, 261.761), (286.618, 258.375), (336.445, 257.891), (400.786, 254.989), (454.967, 248.7), (502.376, 243.862), (369.341, 323.683), (351.926, 335.777), (388.208, 330.939), (373.63, 368.789), (375.146, 391.41), (379.984, 463.974), (274.524, 386.572), (492.217, 367.221)]","{'Eye length ratio': 0.38512200259003765, 'Eye distance ratio': 0.49821986756876735, 'Nose ratio': 0.1674807069833678, 'Lip size ratio': 3.964100601081189, 'Lip length ratio': 0.4112216963719459, 'Eye-brow length ratio': 0.38512200259003765, 'Aggressive ratio': 0.9637643281777888}"
m-013-02.pts,m-013,"[(311.551, 251.637), (426.041, 248.043), (314.169, 359.034), (431.517, 352.668), (260.724, 237.262), (345.436, 226.994), (384.969, 225.967), (471.735, 221.346), (248.916, 253.691), (279.207, 252.664), (335.682, 253.691), (401.911, 251.124), (452.738, 245.99), (500.485, 244.449), (372.133, 321.461), (352.111, 331.729), (390.616, 327.622), (371.585, 352.499), (372.794, 392.581), (377.781, 457.0), (265.345, 361.506), (491.757, 349.698)]","{'Eye length ratio': 0.3451553681827724, 'Eye distance ratio': 0.4987636465816397, 'Nose ratio': 0.17079861082196537, 'Lip size ratio': 2.930670195534052, 'Lip length ratio': 0.5183517229453755, 'Eye-brow length ratio': 0.3451553681827724, 'Aggressive ratio': 0.9157649393038761}"
m-013-03.pts,m-013,"[(306.891, 282.238), (423.782, 280.248), (322.311, 409.077), (408.86, 405.097), (256.156, 272.29), (348.673, 274.777), (375.036, 273.782), (478.496, 266.321), (245.71, 282.238), (280.031, 283.233), (332.756, 284.725), (395.43, 285.72), (459.595, 281.243), (496.9, 279.751), (364.029, 362.116), (346.186, 372.269), (381.502, 371.274), (364.093, 402.61), (366.58, 431.957), (370.559, 484.185), (269.088, 408.082), (481.978, 400.123)]","{'Eye length ratio': 0.4129288258080922, 'Eye distance ratio': 0.49521933118594574, 'Nose ratio': 0.1658384601424168, 'Lip size ratio': 2.9417323035714547, 'Lip length ratio': 0.40668879980390177, 'Eye-brow length ratio': 0.4129288258080922, 'Aggressive ratio': 0.9529287972665494}"
m-013-05.pts,m-013,"[(318.38, 250.633), (435.038, 246.076), (335.696, 373.671), (421.367, 367.291), (266.43, 245.165), (359.392, 225.114), (391.291, 223.291), (486.987, 234.228), (254.582, 261.57), (291.038, 253.367), (342.076, 252.456), (405.873, 251.544), (460.557, 246.987), (506.127, 252.456), (376.709, 317.165), (362.127, 327.19), (396.759, 325.367), (380.354, 356.354), (380.354, 383.696), (380.354, 445.671), (274.633, 377.316), (487.899, 368.203)]","{'Eye length ratio': 0.38265837863938057, 'Eye distance ratio': 0.502121898015565, 'Nose ratio': 0.16246532251121593, 'Lip size ratio': 3.141987924696164, 'Lip length ratio': 0.4024547312020466, 'Eye-brow length ratio': 0.38265837863938057, 'Aggressive ratio': 0.9227470614077753}"
m-014-01.pts,m-014,"[(322.375, 267.417), (449.083, 264.018), (335.968, 394.61), (443.257, 390.241), (280.138, 252.367), (373.835, 249.454), (406.847, 247.512), (496.659, 244.599), (259.749, 273.728), (293.732, 272.757), (350.532, 268.387), (423.838, 267.417), (478.697, 266.446), (511.709, 262.562), (392.283, 329.072), (374.32, 338.781), (405.39, 340.237), (389.37, 380.046), (390.826, 415.0), (394.224, 486.85), (272.856, 395.581), (506.369, 384.901)]","{'Eye length ratio': 0.37168738486294983, 'Eye distance ratio': 0.4950726082069318, 'Nose ratio': 0.13306161082851103, 'Lip size ratio': 3.069316366610689, 'Lip length ratio': 0.4593568202293425, 'Eye-brow length ratio': 0.37168738486294983, 'Aggressive ratio': 0.9530803501807218}"
m-014-02.pts,m-014,"[(323.873, 257.798), (450.685, 264.472), (312.578, 364.587), (448.631, 376.395), (280.234, 240.342), (369.566, 241.369), (405.505, 240.342), (499.972, 247.53), (261.751, 254.718), (297.176, 258.311), (352.111, 262.932), (422.447, 265.499), (477.382, 269.093), (514.861, 273.2), (387.536, 321.974), (368.54, 333.269), (403.965, 335.323), (379.835, 364.073), (376.241, 426.196), (374.187, 482.671), (261.751, 362.533), (499.459, 384.096)]","{'Eye length ratio': 0.3733100541244681, 'Eye distance ratio': 0.5038760185992391, 'Nose ratio': 0.14866725808726985, 'Lip size ratio': 2.194621620572915, 'Lip length ratio': 0.5721558205889548, 'Eye-brow length ratio': 0.3733100541244681, 'Aggressive ratio': 0.9252615848754583}"
m-014-03.pts,m-014,"[(318.998, 267.566), (448.351, 273.513), (322.963, 402.371), (429.518, 405.344), (275.88, 257.158), (374.506, 258.15), (398.295, 256.663), (492.46, 264.593), (252.091, 269.053), (288.27, 273.513), (348.698, 271.34), (419.606, 275.991), (475.113, 278.469), (503.363, 277.974), (384.913, 339.924), (366.479, 350.778), (396.808, 352.315), (375.992, 392.459), (374.506, 432.603), (373.514, 495.049), (262.003, 397.415), (490.477, 404.353)]","{'Eye length ratio': 0.3922796245959624, 'Eye distance ratio': 0.47814954865103476, 'Nose ratio': 0.13285506769742747, 'Lip size ratio': 2.6535350373814035, 'Lip length ratio': 0.46634344666287975, 'Eye-brow length ratio': 0.3922796245959624, 'Aggressive ratio': 0.9846963012199619}"
m-014-05.pts,m-014,"[(322.025, 278.886), (454.177, 280.709), (328.405, 414.684), (435.038, 418.329), (276.456, 271.595), (377.62, 267.038), (407.696, 269.772), (500.658, 267.038), (260.962, 281.62), (294.684, 281.62), (353.013, 284.354), (424.101, 286.177), (479.696, 286.177), (508.861, 291.646), (389.468, 347.241), (373.975, 360.911), (408.608, 361.823), (384.911, 401.013), (380.354, 445.671), (380.354, 496.709), (269.165, 413.772), (489.722, 419.241)]","{'Eye length ratio': 0.4081656832545571, 'Eye distance ratio': 0.5124603606199102, 'Nose ratio': 0.15703133400590816, 'Lip size ratio': 2.376821452234481, 'Lip length ratio': 0.483605116425637, 'Eye-brow length ratio': 0.4081656832545571, 'Aggressive ratio': 0.970461462830435}"
m-015-01.pts,m-015,"[(322.86, 264.989), (444.714, 267.417), (327.715, 398.494), (428.693, 401.407), (275.284, 246.056), (356.843, 239.745), (409.274, 236.346), (493.261, 251.881), (254.894, 263.533), (296.159, 264.989), (351.017, 266.931), (419.954, 265.96), (472.911, 271.435), (512.194, 271.3), (381.547, 339.609), (364.125, 346.063), (399.079, 347.519), (378.204, 388.299), (378.204, 415.0), (371.893, 508.696), (263.632, 395.581), (496.174, 400.436)]","{'Eye length ratio': 0.3318024722125505, 'Eye distance ratio': 0.5252541000397941, 'Nose ratio': 0.15041020276005304, 'Lip size ratio': 3.7833792060802147, 'Lip length ratio': 0.434321536040588, 'Eye-brow length ratio': 0.3318024722125505, 'Aggressive ratio': 1.043302972301721}"
m-015-02.pts,m-015,"[(325.927, 265.499), (447.604, 267.039), (315.579, 377.958), (447.311, 381.639), (275.994, 247.969), (360.901, 240.038), (413.644, 241.41), (499.198, 255.473), (258.651, 263.19), (299.743, 264.472), (352.111, 266.526), (420.046, 267.474), (475.523, 270.3), (512.807, 270.633), (385.482, 337.376), (361.352, 343.537), (407.559, 344.564), (382.402, 375.882), (380.348, 417.468), (378.294, 511.421), (263.291, 379.476), (505.106, 383.07)]","{'Eye length ratio': 0.3409911605622131, 'Eye distance ratio': 0.5429173420474072, 'Nose ratio': 0.19111017832077648, 'Lip size ratio': 3.165078819496694, 'Lip length ratio': 0.5449160158339038, 'Eye-brow length ratio': 0.3409911605622131, 'Aggressive ratio': 1.018396316769985}"
m-015-03.pts,m-015,"[(325.672, 276.074), (449.852, 277.619), (328.763, 412.105), (432.848, 415.196), (277.236, 263.192), (360.71, 255.978), (411.207, 256.493), (499.833, 272.982), (256.626, 275.043), (291.664, 277.619), (354.527, 280.196), (422.027, 278.135), (480.768, 285.348), (511.169, 283.803), (383.382, 351.303), (364.832, 361.093), (399.871, 364.7), (380.806, 404.891), (379.775, 430.139), (378.229, 522.372), (269.507, 410.044), (501.379, 419.834)]","{'Eye length ratio': 0.3539422272064292, 'Eye distance ratio': 0.536503976779004, 'Nose ratio': 0.15177689826010005, 'Lip size ratio': 4.120887841078963, 'Lip length ratio': 0.4486880489681383, 'Eye-brow length ratio': 0.3539422272064292, 'Aggressive ratio': 1.0484944447884705}"
m-015-05.pts,m-015,"[(333.873, 249.722), (451.443, 248.81), (340.253, 383.696), (436.861, 380.962), (286.481, 239.696), (367.595, 226.937), (415.899, 225.114), (498.835, 244.253), (268.253, 263.392), (305.62, 255.19), (359.392, 253.367), (425.924, 252.456), (476.962, 254.278), (510.684, 262.481), (391.291, 315.342), (373.975, 324.456), (409.519, 325.367), (390.38, 360.911), (389.468, 398.278), (389.468, 482.127), (282.835, 387.342), (500.658, 389.165)]","{'Eye length ratio': 0.3510899734720385, 'Eye distance ratio': 0.5376179148155676, 'Nose ratio': 0.16322623180671503, 'Lip size ratio': 2.5856479209195196, 'Lip length ratio': 0.44367809516960927, 'Eye-brow length ratio': 0.3510899734720385, 'Aggressive ratio': 1.0592111748343462}"
m-016-01.pts,m-016,"[(316.002, 259.456), (435.249, 258.635), (328.913, 387.332), (430.28, 385.344), (270.776, 233.79), (351.273, 221.865), (395.497, 227.828), (480.467, 229.815), (242.453, 263.107), (291.149, 262.611), (344.317, 259.629), (411.895, 258.635), (458.106, 257.642), (508.293, 259.132), (382.081, 322.238), (365.683, 329.692), (398.478, 329.692), (380.01, 373.365), (381.087, 391.804), (379.099, 478.264), (247.919, 385.344), (507.796, 384.35)]","{'Eye length ratio': 0.31967999448328416, 'Eye distance ratio': 0.47753235213725753, 'Nose ratio': 0.1261933919169839, 'Lip size ratio': 5.489125717605939, 'Lip length ratio': 0.39012975653098714, 'Eye-brow length ratio': 0.31967999448328416, 'Aggressive ratio': 0.8518752198931593}"
