File,Features
m-014-01.pts,"{'Eye length ratio': 0.22587712146841887, 'Eye distance ratio': 0.29068317183778575, 'Nose ratio': 0.13306161082851103, 'Lip size ratio': 3.069316366610689, 'Lip length ratio': 0.4593568202293425, 'Eye-brow length ratio': 0.37168738486294983, 'Aggressive ratio left': 0.9530803501807218, 'Jaw line ratio': 0.6496312709823449, 'Jaw horizontal length ratio': 0.30771388212805545, 'Nose tip to lips distance': 51.05716644115691, 'Lower lips to chin distance': 71.93030588006701, 'Nose tip to chin': 157.78993873184692}"
m-014-02.pts,"{'Eye length ratio': 0.21722818516639145, 'Eye distance ratio': 0.2773337221726226, 'Nose ratio': 0.14866725808726985, 'Lip size ratio': 2.194621620572915, 'Lip length ratio': 0.5721558205889548, 'Eye-brow length ratio': 0.3733100541244681, 'Aggressive ratio left': 0.9252615848754583, 'Jaw line ratio': 0.6893834507243191, 'Jaw horizontal length ratio': 0.23676634190967252, 'Nose tip to lips distance': 42.797560701516616, 'Lower lips to chin distance': 56.51233972328518, 'Nose tip to chin': 161.25049336358634}"
m-014-03.pts,"{'Eye length ratio': 0.2404923153193939, 'Eye distance ratio': 0.28262451634325714, 'Nose ratio': 0.13285506769742747, 'Lip size ratio': 2.6535350373814035, 'Lip length ratio': 0.46634344666287975, 'Eye-brow length ratio': 0.3922796245959624, 'Aggressive ratio left': 0.9846963012199619, 'Jaw line ratio': 0.6484096086995239, 'Jaw horizontal length ratio': 0.27322628935692017, 'Nose tip to lips distance': 53.2870572090447, 'Lower lips to chin distance': 62.453878822696, 'Nose tip to chin': 155.54325066038706}"
m-014-05.pts,"{'Eye length ratio': 0.23535932158716072, 'Eye distance ratio': 0.2866219042194738, 'Nose ratio': 0.15703133400590816, 'Lip size ratio': 2.376821452234481, 'Lip length ratio': 0.483605116425637, 'Eye-brow length ratio': 0.4081656832545571, 'Aggressive ratio left': 0.970461462830435, 'Jaw line ratio': 0.6287320380505155, 'Jaw horizontal length ratio': 0.23133392590073984, 'Nose tip to lips distance': 53.96474991140049, 'Lower lips to chin distance': 51.03800000000001, 'Nose tip to chin': 149.74561102082427}"
m-015-01.pts,"{'Eye length ratio': 0.21324279231617224, 'Eye distance ratio': 0.26782917901456693, 'Nose ratio': 0.15041020276005304, 'Lip size ratio': 3.7833792060802147, 'Lip length ratio': 0.434321536040588, 'Eye-brow length ratio': 0.3318024722125505, 'Aggressive ratio left': 1.043302972301721, 'Jaw line ratio': 0.708625489417691, 'Jaw horizontal length ratio': 0.4037457390461495, 'Nose tip to lips distance': 48.80462835633522, 'Lower lips to chin distance': 93.9083017469702, 'Nose tip to chin': 169.36237269535408}"
m-015-02.pts,"{'Eye length ratio': 0.21846868450394968, 'Eye distance ratio': 0.2672079304590543, 'Nose ratio': 0.19111017832077648, 'Lip size ratio': 3.165078819496694, 'Lip length ratio': 0.5449160158339038, 'Eye-brow length ratio': 0.3409911605622131, 'Aggressive ratio left': 1.018396316769985, 'Jaw line ratio': 0.7460696995484589, 'Jaw horizontal length ratio': 0.38858247776981275, 'Nose tip to lips distance': 38.62898440290661, 'Lower lips to chin distance': 93.97544958658084, 'Nose tip to chin': 174.1933677526214}"
m-015-03.pts,"{'Eye length ratio': 0.2470253508294886, 'Eye distance ratio': 0.26514774234686955, 'Nose ratio': 0.15177689826010005, 'Lip size ratio': 4.120887841078963, 'Lip length ratio': 0.4486880489681383, 'Eye-brow length ratio': 0.3539422272064292, 'Aggressive ratio left': 1.0484944447884705, 'Jaw line ratio': 0.6904975492508214, 'Jaw horizontal length ratio': 0.39747724679147795, 'Nose tip to lips distance': 53.649879030618536, 'Lower lips to chin distance': 92.24595603602356, 'Nose tip to chin': 171.14659263333286}"
m-015-05.pts,"{'Eye length ratio': 0.22192918108152865, 'Eye distance ratio': 0.27446063800053017, 'Nose ratio': 0.16322623180671503, 'Lip size ratio': 2.5856479209195196, 'Lip length ratio': 0.44367809516960927, 'Eye-brow length ratio': 0.3510899734720385, 'Aggressive ratio left': 1.0592111748343462, 'Jaw line ratio': 0.6653404760807053, 'Jaw horizontal length ratio': 0.3849275036560548, 'Nose tip to lips distance': 45.57810529190525, 'Lower lips to chin distance': 83.84899999999999, 'Nose tip to chin': 166.79496261578169}"
m-016-01.pts,"{'Eye length ratio': 0.20029193165273262, 'Eye distance ratio': 0.25420461870212735, 'Nose ratio': 0.1261933919169839, 'Lip size ratio': 5.489125717605939, 'Lip length ratio': 0.39012975653098714, 'Eye-brow length ratio': 0.31967999448328416, 'Aggressive ratio left': 0.8518752198931593, 'Jaw line ratio': 0.6185783537749637, 'Jaw horizontal length ratio': 0.33278135312983204, 'Nose tip to lips distance': 51.16892777848683, 'Lower lips to chin distance': 86.482852311889, 'Nose tip to chin': 156.05449368730143}"
m-016-02.pts,"{'Eye length ratio': 0.20356118034878237, 'Eye distance ratio': 0.2604554925566125, 'Nose ratio': 0.14795671599221552, 'Lip size ratio': 6.6124943645311225, 'Lip length ratio': 0.5142479555384573, 'Eye-brow length ratio': 0.31891901620341395, 'Aggressive ratio left': 0.8631722107856379, 'Jaw line ratio': 0.6751230099253552, 'Jaw horizontal length ratio': 0.3631464615330341, 'Nose tip to lips distance': 44.74155997503888, 'Lower lips to chin distance': 97.31798575802931, 'Nose tip to chin': 162.82761776185268}"
m-016-03.pts,"{'Eye length ratio': 0.22726497645576588, 'Eye distance ratio': 0.2409584166912848, 'Nose ratio': 0.14100362823359366, 'Lip size ratio': 4.303855439681954, 'Lip length ratio': 0.3953987420583383, 'Eye-brow length ratio': 0.3841795371666361, 'Aggressive ratio left': 0.9287605670365884, 'Jaw line ratio': 0.6244977219236663, 'Jaw horizontal length ratio': 0.320474197678381, 'Nose tip to lips distance': 53.14441325294693, 'Lower lips to chin distance': 78.99790018095416, 'Nose tip to chin': 154.77622424972125}"
m-016-05.pts,"{'Eye length ratio': 0.20084488936092926, 'Eye distance ratio': 0.26121038111220785, 'Nose ratio': 0.1478935455464616, 'Lip size ratio': 3.9646164540946103, 'Lip length ratio': 0.41645533455399464, 'Eye-brow length ratio': 0.3650600446409919, 'Aggressive ratio left': 0.9167110670680021, 'Jaw line ratio': 0.6150684631358221, 'Jaw horizontal length ratio': 0.32291970688298816, 'Nose tip to lips distance': 46.80152118254277, 'Lower lips to chin distance': 75.64600000000002, 'Nose tip to chin': 146.83584637274373}"
m-017-01.pts,"{'Eye length ratio': 0.20980028750900495, 'Eye distance ratio': 0.26902277023382415, 'Nose ratio': 0.12523141571083943, 'Lip size ratio': 5.34658370236226, 'Lip length ratio': 0.39516207217404964, 'Eye-brow length ratio': 0.3393089933648175, 'Aggressive ratio left': 0.8752800593901289, 'Jaw line ratio': 0.6572262526796787, 'Jaw horizontal length ratio': 0.3293404080411316, 'Nose tip to lips distance': 50.18599999999998, 'Lower lips to chin distance': 75.80367712057247, 'Nose tip to chin': 142.85894683218126}"
m-017-02.pts,"{'Eye length ratio': 0.19720839437541207, 'Eye distance ratio': 0.28853359452082833, 'Nose ratio': 0.14515173902871548, 'Lip size ratio': 2.600192913186487, 'Lip length ratio': 0.4548265910186296, 'Eye-brow length ratio': 0.32276633987809883, 'Aggressive ratio left': 0.8691294750994596, 'Jaw line ratio': 0.6538182996711723, 'Jaw horizontal length ratio': 0.27225295648155917, 'Nose tip to lips distance': 41.15677834816517, 'Lower lips to chin distance': 64.46802892907459, 'Nose tip to chin': 147.03569150719835}"
m-017-03.pts,"{'Eye length ratio': 0.2323582524914377, 'Eye distance ratio': 0.25188676628263934, 'Nose ratio': 0.12330576720878321, 'Lip size ratio': 4.0439164989341405, 'Lip length ratio': 0.39742084062456207, 'Eye-brow length ratio': 0.3988542141895842, 'Aggressive ratio left': 0.8905888540734626, 'Jaw line ratio': 0.6363905940203902, 'Jaw horizontal length ratio': 0.3154707871142327, 'Nose tip to lips distance': 46.10846102398132, 'Lower lips to chin distance': 70.7198241655054, 'Nose tip to chin': 138.85851906527017}"
m-017-05.pts,"{'Eye length ratio': 0.19193590747632716, 'Eye distance ratio': 0.2801185619755299, 'Nose ratio': 0.14172519630927677, 'Lip size ratio': 3.545937220209513, 'Lip length ratio': 0.3999983518755926, 'Eye-brow length ratio': 0.36199004724152667, 'Aggressive ratio left': 0.8720619495229709, 'Jaw line ratio': 0.5923817866539248, 'Jaw horizontal length ratio': 0.2833325468888137, 'Nose tip to lips distance': 45.606449423299814, 'Lower lips to chin distance': 61.97500000000002, 'Nose tip to chin': 132.15200000000004}"
m-018-01.pts,"{'Eye length ratio': 0.21786766263489868, 'Eye distance ratio': 0.26078777135568026, 'Nose ratio': 0.1499862216865152, 'Lip size ratio': 5.315703731240474, 'Lip length ratio': 0.3930057778153477, 'Eye-brow length ratio': 0.3418479859435194, 'Aggressive ratio left': 0.9835613199457296, 'Jaw line ratio': 0.673544877061416, 'Jaw horizontal length ratio': 0.376128465557508, 'Nose tip to lips distance': 51.675387274794595, 'Lower lips to chin distance': 85.28294155925909, 'Nose tip to chin': 153.67448887827808}"
m-018-02.pts,"{'Eye length ratio': 0.20692702286872755, 'Eye distance ratio': 0.2687358242542647, 'Nose ratio': 0.18721282336786907, 'Lip size ratio': 2.668834383092151, 'Lip length ratio': 0.4811829107847784, 'Eye-brow length ratio': 0.35096654252308807, 'Aggressive ratio left': 0.9246161815638351, 'Jaw line ratio': 0.6791632458790599, 'Jaw horizontal length ratio': 0.2701521877851311, 'Nose tip to lips distance': 41.60700000000003, 'Lower lips to chin distance': 63.12226390109912, 'Nose tip to chin': 146.7663222404922}"
m-018-03.pts,"{'Eye length ratio': 0.224217877881706, 'Eye distance ratio': 0.26794921965236124, 'Nose ratio': 0.17813716829023782, 'Lip size ratio': 4.903696293589084, 'Lip length ratio': 0.3893083478193512, 'Eye-brow length ratio': 0.35130031394271893, 'Aggressive ratio left': 0.9874683345621882, 'Jaw line ratio': 0.6977304353303083, 'Jaw horizontal length ratio': 0.3518125527825245, 'Nose tip to lips distance': 44.266999999999996, 'Lower lips to chin distance': 77.02258799209484, 'Nose tip to chin': 138.62647232401173}"
m-018-05.pts,"{'Eye length ratio': 0.20484647030666575, 'Eye distance ratio': 0.284070303821725, 'Nose ratio': 0.1821490948857959, 'Lip size ratio': 3.4265100604651098, 'Lip length ratio': 0.4073373538171437, 'Eye-brow length ratio': 0.3572338109462436, 'Aggressive ratio left': 1.0091168784913944, 'Jaw line ratio': 0.678448631282668, 'Jaw horizontal length ratio': 0.35149602306667105, 'Nose tip to lips distance': 43.78392627437606, 'Lower lips to chin distance': 75.64600000000002, 'Nose tip to chin': 144.911}"
m-019-01.pts,"{'Eye length ratio': 0.19106276241741987, 'Eye distance ratio': 0.27815911725255066, 'Nose ratio': 0.16003952118011242, 'Lip size ratio': 3.1667454728944504, 'Lip length ratio': 0.3879964069282092, 'Eye-brow length ratio': 0.35871042471257286, 'Aggressive ratio left': 0.8650865519501201, 'Jaw line ratio': 0.6458544141505032, 'Jaw horizontal length ratio': 0.29939859442785627, 'Nose tip to lips distance': 50.35050436688793, 'Lower lips to chin distance': 73.99816917329781, 'Nose tip to chin': 154.5848870750307}"
m-019-02.pts,"{'Eye length ratio': 0.2019127819770899, 'Eye distance ratio': 0.2814299106585275, 'Nose ratio': 0.17812459210678208, 'Lip size ratio': 3.6821616426331008, 'Lip length ratio': 0.4853438310264947, 'Eye-brow length ratio': 0.3262447537465775, 'Aggressive ratio left': 0.8167696941760412, 'Jaw line ratio': 0.6394465387416873, 'Jaw horizontal length ratio': 0.28366964376413173, 'Nose tip to lips distance': 44.72401450004236, 'Lower lips to chin distance': 72.08059103531271, 'Nose tip to chin': 150.1964296313331}"
m-019-03.pts,"{'Eye length ratio': 0.2384540735942736, 'Eye distance ratio': 0.2816499449339987, 'Nose ratio': 0.15910297959042743, 'Lip size ratio': 3.998894338839509, 'Lip length ratio': 0.43546211705726995, 'Eye-brow length ratio': 0.35152891562411004, 'Aggressive ratio left': 0.8650963743133446, 'Jaw line ratio': 0.6485099192219165, 'Jaw horizontal length ratio': 0.29357300813284026, 'Nose tip to lips distance': 50.28766796143964, 'Lower lips to chin distance': 71.76595801631856, 'Nose tip to chin': 148.4938640786211}"
m-019-05.pts,"{'Eye length ratio': 0.18445818952364562, 'Eye distance ratio': 0.3057236611895654, 'Nose ratio': 0.16897165991771335, 'Lip size ratio': 2.777266443261021, 'Lip length ratio': 0.3832152468183297, 'Eye-brow length ratio': 0.35052401110624404, 'Aggressive ratio left': 0.8566068334278044, 'Jaw line ratio': 0.619704589743077, 'Jaw horizontal length ratio': 0.25670232103036233, 'Nose tip to lips distance': 47.471851385847565, 'Lower lips to chin distance': 61.06299999999999, 'Nose tip to chin': 141.31304282337135}"
m-020-01.pts,"{'Eye length ratio': 0.19966046687515474, 'Eye distance ratio': 0.23572545110301432, 'Nose ratio': 0.171905038917598, 'Lip size ratio': 4.58152145467824, 'Lip length ratio': 0.46353469069148384, 'Eye-brow length ratio': 0.317951609175056, 'Aggressive ratio left': 1.0369061262707817, 'Jaw line ratio': 0.6745160161888619, 'Jaw horizontal length ratio': 0.36704351971848287, 'Nose tip to lips distance': 43.63281925340144, 'Lower lips to chin distance': 77.34499999999997, 'Nose tip to chin': 142.29586445501496}"
m-020-02.pts,"{'Eye length ratio': 0.18867285598112035, 'Eye distance ratio': 0.23420803651698713, 'Nose ratio': 0.18073565363786548, 'Lip size ratio': 3.284484227805745, 'Lip length ratio': 0.5501236770908814, 'Eye-brow length ratio': 0.3351578229184436, 'Aggressive ratio left': 0.9368755647163302, 'Jaw line ratio': 0.7055029838109312, 'Jaw horizontal length ratio': 0.27400870653890025, 'Nose tip to lips distance': 39.58124723906515, 'Lower lips to chin distance': 63.96522015126657, 'Nose tip to chin': 142.63876416318254}"
m-020-03.pts,"{'Eye length ratio': 0.23431299576717762, 'Eye distance ratio': 0.2362805418580129, 'Nose ratio': 0.1652796559564217, 'Lip size ratio': 3.7193447830459054, 'Lip length ratio': 0.47495472722855986, 'Eye-brow length ratio': 0.33855891172607216, 'Aggressive ratio left': 1.0714734534197772, 'Jaw line ratio': 0.6494116068689045, 'Jaw horizontal length ratio': 0.3180815575237325, 'Nose tip to lips distance': 48.37462557994636, 'Lower lips to chin distance': 64.1188351812476, 'Nose tip to chin': 138.19336427629221}"
m-020-05.pts,"{'Eye length ratio': 0.19937176091978664, 'Eye distance ratio': 0.26716600585548855, 'Nose ratio': 0.19091199265857375, 'Lip size ratio': 2.9703332720863473, 'Lip length ratio': 0.47275082946182884, 'Eye-brow length ratio': 0.3582850573113878, 'Aggressive ratio left': 1.0955197052406715, 'Jaw line ratio': 0.6673734754618134, 'Jaw horizontal length ratio': 0.31818000458839146, 'Nose tip to lips distance': 37.37812773534808, 'Lower lips to chin distance': 63.797000000000025, 'Nose tip to chin': 133.063}"
m-021-01.pts,"{'Eye length ratio': 0.21342469628555694, 'Eye distance ratio': 0.25872378199226703, 'Nose ratio': 0.14440438129626354, 'Lip size ratio': 4.202327192263942, 'Lip length ratio': 0.37901764570980784, 'Eye-brow length ratio': 0.3354410855120159, 'Aggressive ratio left': 0.9800125739462436, 'Jaw line ratio': 0.6719048520168173, 'Jaw horizontal length ratio': 0.3887372087022416, 'Nose tip to lips distance': 53.490648098522826, 'Lower lips to chin distance': 91.09059376247365, 'Nose tip to chin': 165.65002897977413}"
m-021-02.pts,"{'Eye length ratio': 0.1934044068570464, 'Eye distance ratio': 0.2650037055348966, 'Nose ratio': 0.1488363604910904, 'Lip size ratio': 3.0646709162832835, 'Lip length ratio': 0.49829456843306064, 'Eye-brow length ratio': 0.3172193449420401, 'Aggressive ratio left': 0.940198793278962, 'Jaw line ratio': 0.6902770302393061, 'Jaw horizontal length ratio': 0.30757763315449005, 'Nose tip to lips distance': 43.048385207810036, 'Lower lips to chin distance': 72.13350542570352, 'Nose tip to chin': 153.30757437582787}"
m-021-03.pts,"{'Eye length ratio': 0.23771637887127, 'Eye distance ratio': 0.24013761392910712, 'Nose ratio': 0.14025487750248947, 'Lip size ratio': 4.733606700502751, 'Lip length ratio': 0.38919810841268393, 'Eye-brow length ratio': 0.3704438426758247, 'Aggressive ratio left': 0.9877665095042096, 'Jaw line ratio': 0.6606936977162954, 'Jaw horizontal length ratio': 0.35227087111726596, 'Nose tip to lips distance': 57.186324186819355, 'Lower lips to chin distance': 78.98128044036767, 'Nose tip to chin': 154.58672275780995}"
m-021-05.pts,"{'Eye length ratio': 0.20853661360633188, 'Eye distance ratio': 0.2779654659360425, 'Nose ratio': 0.14172642820024361, 'Lip size ratio': 3.0921657911225573, 'Lip length ratio': 0.41249645688370357, 'Eye-brow length ratio': 0.3483718791579214, 'Aggressive ratio left': 0.9507758893868489, 'Jaw line ratio': 0.6161292928583446, 'Jaw horizontal length ratio': 0.2958589542471631, 'Nose tip to lips distance': 52.14848847282155, 'Lower lips to chin distance': 64.71441249829898, 'Nose tip to chin': 145.89318672576866}"
m-022-01.pts,"{'Eye length ratio': 0.21917032741887676, 'Eye distance ratio': 0.2558543841670611, 'Nose ratio': 0.1405282131230306, 'Lip size ratio': 4.830756674861894, 'Lip length ratio': 0.3967713264831742, 'Eye-brow length ratio': 0.32694721978756497, 'Aggressive ratio left': 0.8881853952167659, 'Jaw line ratio': 0.6664098438672527, 'Jaw horizontal length ratio': 0.3588563226392381, 'Nose tip to lips distance': 44.60888123457031, 'Lower lips to chin distance': 77.5444735941898, 'Nose tip to chin': 139.87922859381234}"
m-022-02.pts,"{'Eye length ratio': 0.2121721581397605, 'Eye distance ratio': 0.24961242411025875, 'Nose ratio': 0.15975672092185803, 'Lip size ratio': 3.227267794170049, 'Lip length ratio': 0.5178378264185438, 'Eye-brow length ratio': 0.3436534033306256, 'Aggressive ratio left': 0.886116998546465, 'Jaw line ratio': 0.6807642825082934, 'Jaw horizontal length ratio': 0.3185736361088441, 'Nose tip to lips distance': 39.60299999999995, 'Lower lips to chin distance': 69.88267310285148, 'Nose tip to chin': 144.6598114750603}"
